reviews;;
"Gabisa ngasih THR,  ngasih stockpick aja yaa
Analisis Gembelku~ Part 5
[%ZSYx%]
Bandarmology:
IF Buy : 109 Miliar - IF Sell : 1,6 Miliar (Avg 793)
AZ Buy : 79 Miliar - AZ Sell : 5,6 Miliar (Avg 815)
Status : Big Acc
Data per 28/01/22 - 28/04/22
Teknikal:
Bank daerah yg cukup oke ini posisinya lagi sideways sejak mei, lg istirahat dari uptrendnya. Posisi support 1 di 755, posisi support 2 di 730, resisten terdekat berada di 830. BJTM harus breakout dulu dari resistennya di 830 untuk mengakhiri sideways panjangnya, setelah itu PR selanjutnya ada di 970. Ada hutang gapdown juga dari 820-800 (2%an).
Rekomendasi area pembelian
Buy: Dekat area 755-730
Target 1: 830
Target 2: 970
Cutloss: &lt;730
Random Tag [%PytT%] [%lJrz%] [%kcZp%] [%gEBd%]";;
"Selamat Hari Raya Idul Fitri 1443 H
Minal Aidin Wal Faizin
Mohon Maaf Lahir dan Batin 🙏🙏
[%zFjE%] [%wuXX%] [%GWwc%] [%rciB%] 
";;
"[%UPUE%]
selamat idul Fitri semuanya
mohon maaf lahir batin ya
ada kata di sengaja mau pun gak sengaja...
[%uvTv%]
[%VMxu%]
[%dPFe%]
[%LAiX%]";;
yang mencuri perhatian saya [%vttM%] kualitas mendekati [%Icje%] apakah [%sGzi%] menarik untuk invest?;;
"Skydrugz Corner: Perbandingan Profil Kredit BBCA dengan Bank Swasta Lain
Di postingan sebelumnya saya sudah membahas perbandingan profil kredit beberapa bank swasta yakni NISP BDMN dan BNGA. Di postingan tersebut saya sudah memaparkan metodologi yang saya gunakan bahwa kredit yang saya anggap berkualitas hanya kolektibilitas 1. Di luar itu saya anggap saja tidak lancar dan macet. Sebenarnya saya sudah membuat rekapan perbandingan bank di artikel terdahulu yang membandingkan Himbara dan bank swasta.
Di postingan kali ini saya akan membandingkan profil kredit bank BCA dengan bank swasta lainnya berdasarkan LK Q1 2022. Apakah kredit BBC Bank BCA lebih sehat?
[%AxUN%]
[%FLtJ%] [%GmRW%] [%lPtI%] [%KTzz%]";;
"Selamat hari raya 1443 H abang abang sekalian Minal aidzin wal faidzin, mohon maaf lahir dan batin. 
Yang mau ngasih THR bisa ke gopay/shopee/mbanking, bisa jga lewat tip di bawah xixixi sp tau yekan cuan saham nya mau di thr-in
Sekali lagi minal aidzin wal faidzin :sparkles:
hope we see ramadhan again next year.
[%DUIZ%] [%QQwO%] [%XquS%] [%Qlvm%] [%Tvfe%] ";;
"Kalau anda datang minta maaf
Saya maafkan
Tapi kalau anda datang minta THR
Saya yang minta maaf
""SELAMAT HARI RAYA IDUL FITRI, MOHON MAAF LAHIR DAN BATIN""
Sukses untuk Stocbitor semua..!!
[%zryo%] [%tcBh%] [%IHDy%] [%RokF%] [%PWwx%]";;
"Selamat hari raya Idul Fitri 1443 H. Masih banyak kata yang menyinggung hati, maka izinkan saya mewakili Man With Brain Trader Club meminta maaf yang sebesar-besarnya di hari yang suci ini. Taqobballahu minna wa minkum, taqobbal ya Kariim.
[%rfUF%] [%jWRY%] [%usmY%] [%tiPJ%] [%EDHT%] ";;
"Kami segenap team Radar Sinyal Saham mengucapkan 
SELAMAT HARI RAYA IDUL FITRI 1443 H 
Tidak ada pemberian paling indah dan perilaku yang mulia selain meminta maaf dan memaafkan di hari yang suci ini
Minal aidin wal faizin, mohon maaf lahir dan batin 🙏😊 
[%fEhj%] [%AfYx%] [%vyMr%] [%UdBO%]";;
"Dear Sahabat stockbit!
Ramadhan Tiba! Ramadhan Tiba! 🤲
beneran gak terasa ya! besok udah rayakan nih!
Anyway!
Beberapa Wish dari aku untuk teman""Yang merayakan hari Raya Idul Fitri
1. Tiga puluh hari sudah berpuasa, menahan segala lapar, haus dan hawa nafsu. Kini sampailah di hari kemenangan. Selamat Hari Raya Idul Fitri 2022. Minal aidzin wal faidzin, mohon maaf lahir dan batin.
(من العائدين والفائزين‎)
2. Hari kemenangan telah tiba, semoga keberkahan dan kebahagiaan senantiasa melimpah untukmu dan keluarga!
SEMANGAT TEMAN"" ! dalam berinvestasi maupun trading saham 👍!. ingat lebih baik berproses belajar dari kesalahan demi kesalahan lalu evaluasi sehingga kedepannya akan semakin mantap! 
JANGAN pernah cepat PUAS! tetap jadi manusia yang haus akan ilmu! 
[%Cthy%] [%yQSb%] [%Jdzp%] [%tIIU%]
";;
"‼️ANALISIS SIANG‼️
Kode: [%bSeh%] (Adaro Minerals Indonesia TBK)
- ADMR BERGERAK REVERSAL -
ADMR setelah mengalami penurunan sekitar 4 hari ARB, akhirnya menunjukkan pantulan pada hari ke-4 dan berhasil melakukan pergerakan reversal dan berhasil menembus MA 20-nya. Hal ini membuat ADMR berpotensi untuk naik sampai resistancenya di 3140. Apabila dapat breakout dari resistancenya ADMR berpotensi untuk naik hingga 3300-nya.
[%ubOo%]
[%xKwi%] [%NWZM%] [%ukwo%] [%xsgN%]";;
"[%KzPI%]
teman""   yuk diskusi [%ujRy%] [%TEFU%] [%Tbgv%] [%wGrI%] 
Boleh save dulu
SUNTIK MASIH LAKU !? ini serius nanya
Udah diskon setengah harga!
kedepannya masih sangat menarik!
MENOLAK LUPA
💼DGNS Berinvestasi ke Startup Bioteknologi Senilai Rp 7,5 Miliar
[%oxqY%]
💼Rencana Bisnis Diagnos Laboratorium Utama pada 2022
[%JLQI%]
💼Diagnos Laboratorium Utama (DGNS) Targetkan Pendapatan Rp 300 Miliar Tahun Ini
[%vnsK%]
💼Zyrexindo Gandeng Diagnos Laboratorium Lakukan Digitalisasi Laboratorium
[%pRuS%]
💼
Akankah bisa dengan keadaan Pandemi to endemi?
Mulai kerasa start maret. karena waktu kemarin kan hype bangetttt dengan suntik..
[%YlGG%]
secara fundamental
Q4 2021 - 0
PER 7,31x menarik!?
DER 19% menarik!?
DISCUSS YUKKK
Bunda medik 😁!
Gak mungkin SEKELAS MIRAE ASSET sembarangan jadi UW.
secara teknikal 
Dari 1485 ke 300an!? GOKIL DISKON BERAPA BANYAK NIH!?
HANYA Yang SEROK LOVERS yang berani mulai cicil buy 😁✌️!
buy area 354-368 boleh cicil buy! jangan all in di satu harga
swing take profit area
1. 410-414
2. 545-555
3. 675-690
NEVER ALL IN , SEROK BAWAH! 💵💼
Kedepannya Masih Potensi Emiten Teknologi kerjasama dengan DGNS . menurut aku pribadi 👍.
Majunya zaman + kebutuhan teknologi meningkat
disc on
";;
Jakarta - PT Bank Central Asia Tbk. atau BCA dan PT Bank Mandiri (Persero) Tbk. sudah mengumumkan penyesuaian jadwal operasional kantor cabang selama periode Lebaran 2022. Simak detailnya berikut ini.BCAPada Jumat lalu, 29 April 2022, kantor cabang BCA libur atau tidak beroperasi. Sedangkan pada S...;;
"Selamat Malam Takbiran Bagi Rekan Rekan stream stockbit bagi yang merayakan.. salam profit 
[%IsUQ%] [%zUim%] [%ozZq%] [%uiBg%] [%rhst%]";;
"Apakah pengangguran di indonesia masih banyak? Fenomena klitih dan begal bisa saja merupakan dampak dari pengangguran yang meningkat. Ketika tidak punya uang dan tidak bekerja bisa mendorong untuk berbuat kriminal. 
Ini solusi mengurangi pengangguran menurut Lo Kheng Hong. 
Ketika semua orang bisa mencari nafkah maka kejahatan di masyarakat akan berkurang.
[%lXSG%]
[%fCPH%] [%vtHZ%] [%PiwP%] [%liVe%] [%oJpw%]";;
"Tips yg Sy lakukan mengelola Portofolio buat investasi :
1. Diversifikasi Saham di 7-10 sektor berbeda, mis :
Cpo ANJT
Konstruksi TOTL
Financial BBTN
Non Bank WOMF
Infrastruktur MTEL
Energi PGAS
Property JRPT
Consumer Good BUDI 
Dll
2. Jaga porsi/jumlah saham yg anda miliki TDK boleh ada yg dominan di per sektornya, kecuali anda bergelut di bidang tsb atau pny orang dalam di perusahaan itu.
3. Beli secara bertahap/ berkala dengan 2-3x Entry atau avg up/down.
4. Selalu memiliki amunisi/Cash di RDN minimal 20% utk menjaga kestabilan Saham yg kita investasi kan seandainya tdk sesuai dg ekspetasi (avg down di waktu yg tepat).
Semoga bermanfaat 🙏
Cc : MADE KARYA 
[%oKuG%] [%MIvu%] [%PFHt%] [%FUWA%] [%JKLF%]";;
"Menang Undian
Salah satu keinginan manusia adalah kehidupan yang makmur. Apakah itu memiliki harta yang banyak ataupun bisa bebas finansial. Banyak metode digunakan untuk mencapainya. Melalui kerja keras, atau membangun bisnis.
Metode lain yang mungkin banyak dicoba adalah membeli nomor undian dan berharap menang. Setiap orang boleh berharap, tapi berapa besar peluang mendapat hadiah utama. Itu yang perlu kita sadari. Ada kemungkinan menang tidak sama dengan peluang menang itu sendiri. Yang kita inginkan adalah peluang menang yang lebih besar.
Ini sama seperti mendapat durian runtuh. Kita berharap dapat duduk santai dan tiba-tiba mendapat keajaiban karena selama ini kita adalah anak manis. Sayangnya peluang kejadian tidak akan seperti ini. Kalau benar ada durian runtuh, jelas pemilik kebun yang duluan mendapat untung, bukan kita orang luar. Dan pemilik kebun adalah yang telah melakukan persiapan. Membeli lahan, menanam, dan memanen.
Apa yang terjadi pada kita di masa depan adalah apa yang telah kita persiapkan saat ini. Tidak lebih tidak kurang. Jika kita menerima hasil 50 berarti persiapan kita adalah 50. Jika tidak puas dan mau hasil 100 maka kita harus meningkatkan prosesnya menjadi 100 juga.
Kemudian kita juga bisa belajar dari orang yang duluan mendapat 100. Apa saja yang telah mereka lakukan sehingga bisa mencapai itu.
Membahas tentang undian, kejadian selama 2 bulan di dunia bisa kita lihat melalui sudut pandang yang berbeda-beda.
Misalnya dengan banyak masalah kita bisa melihat dunia akan jatuh ke krisis mendalam dan kita kemudian panik mengikuti arus. Atau kita bisa melihat dari sejarah bahwa apapun masalahnya, selalu ada jalan keluar. Dan jika kita adalah bagian dari jalan keluar, maka kita bisa melakukan sesuatu, tapi jika tidak ada yang bisa kita lakukan, maka sebaiknya kita menunggu.
Mengenai melakukan sesuatu, ketika berinvestasi di saham, kita melihat terjadinya transaksi setiap hari. Kadang harga bergerak naik, kadang harga bergerak turun. Jika kita sudah membeli dan harga bergerak naik karena adanya transaksi orang lain, kita cenderung menjadi senang. Demikian juga kalau harga bergerak turun, mungkin kita akan merasa tidak nyaman. Terbalik juga jika kita sudah menjual, ketika harga terjadi di bawah harga jual kita, kita cenderung merasa nyaman, dan jika harga transaksi berikutnya terjadi di atas harga jual kita, maka kita cenderung akan kecewa.
Informasi yang paling sering kita dapatkan di dalam berinvestasi di saham adalah harga transaksi setiap orang. Jika ini melibatkan 2 pihak yang tidak kita ketahui siapa, motivasi transaksi ada apa, mengapa kita harus mengalami perubahan emosi karena ini. Apalagi jika karena emosi ini kita kemudian membuat keputusan yang merugikan kita, dan nantinya akan memperburuk emosi kita.
Ini seperti melihat orang tidak dikenal mendapat undian, kemudian kita marah atau sedih mengapa bukan kita yang mendapat, kemudian jatuh sakit. Kalau direnungkan, kita hanya 1 di antara 7.5 milyar penduduk dunia. Setiap detik ada yang lebih baik nasibnya dan lebih buruk nasibnya dibanding kita. Bereaksi pada semua kejadian yang ada akan membuat emosi kita terganggu. Kita harus membuat batasan mana yang bisa kita atur, dan mana yang tidak bisa. Yang bisa kita atur sebaiknya diubah, dan yang tidak bisa sebaiknya diabaikan. Masalah akan muncul ketika yang bisa kita ubah tidak kita lakukan, dan yang tidak bisa diubah justru kita perjuangkan.
Contoh mengenai covid-19, dalam waktu 2 bulan kurang, begitu banyak irasional terjadi. Orang begitu ketakutan seakan-akan virus ini akan berdampak sangat besar pada diri kita. Mungkin di awal kejadian ini seperti kejutan, kita tidak tahu apa yang harus dilakukan, tapi seiring dengan banyaknya penelitian, kita bisa menilai apa yang seharusnya dilakukan maupun yang tidak. Sampai hari ini mungkin sekitar 100 ribu orang kena, walau angka pastinya bisa lebih tinggi karena banyak yang mungkin tidak terdeteksi, tapi itu berapa % dibanding seluruh dunia. Kemudian berapa yang meninggal, sekitar 2.5%. Dan dari yang meninggal, jika kita berusia di bawah 50 tahun, peluangnya adalah di bawah 1%, dan semakin tua semakin tinggi peluang meninggal. Ini karena daya tahan tubuh juga semakin menurun di usia lanjut.
Dengan memahami apa yang terjadi, tujuannya adalah supaya kita tidak panik. Dan dengan tidak panik maka kita bisa berpikir jernih. Dan pikiran jernih, kita baru bisa mencari solusi yang sesuai dengan kondisi yang dibutuhkan. Misalnya di saat penurunan bursa sekarang ini, apa yang harus dilakukan. Hampir sebagian besar pasti dalam posisi memiliki saham, berarti penurunan mendadak akan membuat portofolio kita ikut turun nilainya. Kecuali setiap sore kita membersihkan portofolio supaya tidak kena penurunan besoknya. Ini berarti setiap hari kita harus rutin membeli di pagi kemudian menjual di sore. Kami tidak tahu apakah ini cocok untuk setiap orang, tapi bagi kami metode ini tidak bisa kami pakai karena sangat membuang waktu. Artinya mengalami penurunan portofolio adalah risiko yang harus diterima.
Setelah sadar krisis akan membuat saham turun, maka langkah berikutnya kita bisa memilih tidak bereaksi, menjual dan membeli lagi di bawah, atau terus membeli. Apapun keputusan yang diambil, kita harus bisa menerima hasilnya. Misalnya tidak melakukan apapun, maka ketika harga naik kembali, kita tidak perlu menyesal mengapa tidak membeli di bawah, atau ketika harga bertambah turun, kita juga tidak perlu menyesal mengapa tidak menjual dulu baru beli lagi di bawah. Jual dulu dan beli lagi atau terus membeli juga ada plus minusnya. Balik lagi apakah kondisi yang terjadi ada di dalam kontrol kita atau tidak, jika ya, maka kita bisa mengubahnya, jika tidak, maka abaikan saja.
Salah satu yang menjadi dasar keputusan adalah cadangan uang kita. Jika kita bisa terus membeli setiap hari, maka kita tidak perlu kuatir kehabisan dana. Tapi realitanya tidak demikian. Kemampuan mengelola uang yang terbatas adalah kunci menjadi lebih makmur. Jika kita berhasil mengelola 10 juta, maka 20 juta akan menanti, jika bisa 100 juta, maka 200 menanti, dan seterusnya. Jadi yang harus kita perhatikan adalah kekuatan modal kita.
Salah satu tindakan penting yang bisa kita lakukan adalah rutin menambah dana, ibarat mencicil mobil atau rumah, maka sekarang kita mencicil perusahaan. Jika kita senang ketika cicilan rumah atau mobil menjadi murah, maka seharusnya kita akan senang ketika cicilan perusahaan menjadi lebih murah. Yang penting kita sudah menganalisa bahwa perusahaan ini layak dimiliki, yang kalau menurut Buffett terdiri dari 4 kriteria, potensi bisnis, kekuatan finansial, dan kemampuan manajemen dan harga beli. Tanpa analisa berarti membeli kucing dalam karung, yang hasilnya benar-benar spekulasi.
Dengan pemahaman ini, maka seharusnya kita akan nyaman setiap bulan bisa mencicil beberapa perusahaan favorit kita. Kita bisa membeli perusahaan dengan diskon paling besar, atau yang menurut kita paling kecil efeknya. Apapun yang menurut kita paling nyaman, bukan menurut orang lain nyaman. Berinvestasi itu untuk membangun masa depan kita, bukan menuruti keinginan orang lain. Kita mencari metode yang cocok untuk membangun masa depan kita, bukan metode paling benar.
Faktor kenyamanan ini akan membuat kita bersemangat secara konsisten melakukan proses mencicil. Tidak ada yang suka penderitaan, tapi jika kita memahami seperti apa penderitaan itu, maka kita bisa melakukan hal yang lebih baik. Membeli di harga murah walau kelihatannya berbahaya, justru menawarkan peluang mendapat durian runtuh, karena ketika kondisi berubah menjadi lebih baik, portofolio kita akan naik juga. Melakukan secara konsisten walau kelihatannya lama, tapi ini menawarkan kepastian mencapai tujuan finansial. Mencicil juga bagus ketika kita tidak memiliki sumber dana tak terbatas. Artinya kita belajar mengelola keuangan, mengutamakan mana yang harus menjadi pioritas. Jika 10-20 tahun ke depan lebih baik dibanding hari ini, apa yang harus kita takutkan, kecuali tidak membeli lebih banyak. Lihat saja 10-20 tahun yang lalu, kita akan menyesal mengapa tidak memulai dulu. Tapi penyesalan terbesar adalah 20 tahun kemudian kita menyadari kita melewatkan kesempatan kedua dan terakhir karena usia yang sudah tidak muda.
Apakah 20 tahun dari sekarang pilihan hari ini adalah tepat, tidak akan ada yang tahu, tapi kalau tidak memulai, maka sudah pasti tidak akan mencapai apapun.
Daripada berharap mendapat durian runtuh, mengapa kita tidak berusaha menciptakan kebun durian sendiri. 
jgn cek bio
[%nmHR%] [%GXqc%] [%mvOK%] [%ynOR%] [%TnVi%],,,,,,,,,";;
"Not a good condition for [%mjVq%] closing below trendline
[%Ibzw%] [%sNgj%] [%BhWa%] [%kFIr%] ";;
"[%klMn%] Teman-teman Udah di posisi cuan yang ikut serok di candle tanda panah merah tersebut! ciyeee yang ikut flash sale! target terdekat bagi yang mau Take Profit swing di 1250an 😌! bebas ya! banyak yang udah targetkan di 1800+ dulu! 💼💼💼💵💵.
senggol ndar [%HuCc%] [%zlRZ%] [%mVhr%] [%mGLh%] GAK MUNGKIN MAMAKNYA BBRI membiarkan SIH AGRO BOBOKKKK";;
"🌟REKAP HAPPYTRADE🌟
( 25 April - 28 April 2022 )
Persentase untuk minggu ini:
✅ 7,18% Rata-rata cuan 🚀
✅ 82% Win Rate
🎯 Pencapain luar biasa, bisa ngehasilin 7,18% per minggunya loh! 
🏆Mau analisis cuan lainnya? Jangan lupa cek profile ya🏆
random tag; [%BmWm%] [%pYCS%] [%hIyN%] [%vpzz%]";;
"[TSC APRIL 2022 REPORT]
Congrats buat yang sudah profit bersama TSC 🤑🔥
Profit stabil  ✅ 
.
⭐️ADA YANG MENARIK DI BIO⭐️
*DISCLAIMER ON, BUKAN AJAK BELI, DIANALISA KEMBALI YA
random tag: [%pBIR%] [%JrYq%] [%xLQe%] [%SrIV%] [%FHdR%]";;
"Menginjak bulan Mei, di pasar saham sering kali terdengar istilah fenomena ""Sell In May and Go Away"". 
Fenomena ini adalah aksi investor yang cenderung melakukan aksi jual pada bulan Mei hingga Oktober dikarenakan pada bulan-bulan tersebut market akan lebih sering terkoreksi. Hal yang menyebabkan terjadinya koreksi ini diantaranya adalah profit taking manajer investasi karena sudah melakukan cukup akumulasi semenjak windows dressing. Investor nantinya akan kembali memborong saham di bulan November, mengingat kinerja pasar saham biasanya akan membaik antara November hingga April. 
Sebenarnya masih ada kelanjutan istilahnya lagi yaitu ""Sell in May and go away, and come on back on St. Leger’s day.”
Secara historis, Istilah tersebut merujuk pada kebiasaan yang dilakukan para pedagang dan bankir di London setiap musim panas yaitu meninggalkan Inggris untuk pergi berlibur ketika cuaca di negara tersebut sedang panas-panasnya dan kembali lagi saat St. Leger’s Day, hari berlangsungnya St. Leger’s Stakes, sebuah judi pacuan kuda yang berlangsung di pertengahan September. 
Istilah ini pun kemudian diadopsi oleh trader dan investor saham Amerika Serikat yang berlibur antara hari Memorial (yang jatuh 31 Mei) hingga Hari Buruh AS (yang jatuh pada 6 September). Hasilnya, memang kinerja pasar saham memburuk di antara kedua tanggal tersebut. 
Sell in May and Go Away bukanlah mencerminkan kepanikan investor, tetapi sebuah  strategi agar bisa bertahan dan meraih keuntungan dari pasar modal. intinya mengamankan cuan lah. 
Walaupun fenomena ini sering terjadi, namun ada kemungkinan fenomena ini juga terjadi sebaliknya, mengingat pasar saham sangat dipengaruhi oleh faktor-faktor lain seperti ekonomi makro dan juga faktor politik. 
Melihat situasi terkini terkait isu perang yang semakin memanas dan juga isu kenaikan suku bunga The Fed, apakah fenomena ""Sell in May and Go Away"" akan terjadi juga di tahun ini ? 
[%nMWO%] [%BOWb%] [%ChKQ%] [%ZZHu%]";;
